fbref_id,Player,Season_End_Year,pos_primary,age_y,std_Min_Playing,Squads,Comps,eligible,grp_prod,grp_progress,grp_chance,grp_stability,grp_defense,score_position,style,style_confidence,score_style,ability,fut_year,fut_ability,survived
19709006,Óscar Rodríguez Arnaiz,2019,MF,20.0,2504.0,Leganés,La Liga,True,68.0,43.7,67.1,25.1,31.3,46.4,공격형 MF,0.12,55.5,51.0,2022.0,48.3,1
19709006,Óscar Rodríguez Arnaiz,2020,MF,21.0,1914.0,Leganés,La Liga,True,70.6,53.6,62.0,21.6,33.3,48.4,볼 운반형,0.01,50.2,49.3,2023.0,50.3,1
197640fd,Timothy Castagne,2018,DF,21.0,1500.0,Atalanta,Serie A,True,74.8,75.4,85.8,42.9,42.3,55.1,공격형 풀백,1.27,66.5,60.8,2021.0,54.8,1
197640fd,Timothy Castagne,2019,DF,22.0,2006.0,Atalanta,Serie A,True,88.8,69.8,81.7,38.4,44.6,54.0,공격형 풀백,1.35,64.9,59.4,2022.0,48.2,1
197640fd,Timothy Castagne,2020,DF,23.0,1769.0,Atalanta,Serie A,True,81.4,62.1,91.1,46.8,45.0,55.3,공격형 풀백,1.28,65.6,60.4,2023.0,51.2,1
19a12bed,Hassane Kamara,2019,DF,24.0,926.0,Reims,Ligue 1,True,62.9,52.4,52.5,29.3,42.5,43.2,공격형 풀백,0.81,48.0,45.6,2022.0,50.1,1
19a12bed,Hassane Kamara,2020,DF,25.0,1709.0,Reims,Ligue 1,True,71.3,73.9,59.3,33.4,67.5,59.6,공격형 풀백,0.81,62.6,61.1,2022.0,50.1,1
19b776e9,Rubén Sobrino,2018,FW,25.0,1466.0,Alavés,La Liga,True,35.5,43.9,53.6,37.6,65.6,44.0,연결형 공격수,0.85,45.3,44.6,2021.0,37.3,1
19b776e9,Rubén Sobrino,2019,FW,26.0,1158.0,Alavés / Valencia,La Liga,True,26.5,42.0,18.3,41.4,76.8,34.5,돌파형 윙어,0.31,35.6,35.0,2022.0,37.0,1
19b8b0b9,Collin Quaner,2018,MF,26.0,1280.0,Huddersfield,Premier League,True,58.3,45.4,51.6,18.2,58.6,45.1,볼 운반형,0.31,45.2,45.2,,,0
19ba6c6d,Steve Mounié,2018,FW,22.0,1855.0,Huddersfield,Premier League,True,41.5,24.6,16.4,13.0,70.0,33.1,타겟맨,1.1,41.6,37.4,2021.0,49.0,1
19ba6c6d,Steve Mounié,2019,FW,23.0,1778.0,Huddersfield,Premier League,True,45.1,44.1,18.1,18.3,65.1,38.8,타겟맨,1.59,44.6,41.7,2022.0,45.0,1
19cda00b,Ángel Di María,2018,FW,29.0,2111.0,Paris S-G,Ligue 1,True,84.5,87.5,94.2,50.7,33.4,78.5,돌파형 윙어,0.63,81.2,79.8,2021.0,74.5,1
19cda00b,Ángel Di María,2019,MF,30.0,2324.0,Paris S-G,Ligue 1,True,95.5,82.5,96.3,25.4,10.3,65.0,공격형 MF,1.39,81.2,73.1,2022.0,77.8,1
19cda00b,Ángel Di María,2020,MF,31.0,2000.0,Paris S-G,Ligue 1,True,93.9,91.2,99.6,22.1,6.9,66.8,공격형 MF,0.57,83.4,75.1,2022.0,77.8,1
19e4eab9,Rodrigo Becão,2020,DF,23.0,2213.0,Udinese,Serie A,True,42.9,25.7,25.9,55.2,62.5,48.7,스토퍼,0.62,55.7,52.2,2022.0,44.2,1
19f8e480,Sergi Palencia,2019,DF,22.0,1986.0,Bordeaux,Ligue 1,True,39.7,55.6,77.6,24.6,40.2,43.1,공격형 풀백,0.88,51.8,47.4,,,0
1a1033a1,João Victor Santos Sá,2020,MF,25.0,1629.0,Wolfsburg,Bundesliga,True,69.8,41.6,43.9,19.9,52.7,43.6,공격형 MF,0.13,49.2,46.4,,,0
1a160ea3,Geoff Cameron,2018,DF,32.0,1525.0,Stoke City,Premier League,True,32.2,33.2,40.2,29.9,55.5,42.0,스토퍼,0.73,45.9,44.0,,,0
1a2935f6,Dejan Lovren,2018,DF,28.0,2127.0,Liverpool,Premier League,True,72.4,57.6,40.6,64.2,66.5,61.8,스토퍼,1.86,64.7,63.2,,,0
1a2935f6,Dejan Lovren,2019,DF,29.0,986.0,Liverpool,Premier League,True,57.6,39.8,30.8,55.1,71.4,56.2,스토퍼,1.12,62.9,59.6,,,0
1a317a1b,Raúl García,2018,DF,28.0,1392.0,Leganés,La Liga,True,54.0,28.8,76.4,33.3,36.8,39.2,공격형 풀백,0.9,45.5,42.4,2020.0,45.7,1
1a317a1b,Raúl García,2019,DF,29.0,1231.0,Girona / Leganés,La Liga,True,42.0,49.3,49.1,16.9,68.7,48.6,공격형 풀백,0.99,47.6,48.1,,,0
1a317a1b,Raúl García,2020,DF,30.0,1255.0,Valladolid / Getafe,La Liga,True,50.2,40.9,78.9,21.8,45.0,42.1,공격형 풀백,1.59,49.3,45.7,,,0
1a4b9094,Bouna Sarr,2018,DF,25.0,1789.0,Marseille,Ligue 1,True,71.0,81.7,94.2,42.8,62.6,65.1,공격형 풀백,1.05,74.1,69.6,2020.0,57.4,1
1a4b9094,Bouna Sarr,2019,DF,26.0,2242.0,Marseille,Ligue 1,True,62.9,67.6,87.2,33.6,53.3,55.1,공격형 풀백,1.46,64.1,59.6,,,0
1a4b9094,Bouna Sarr,2020,DF,27.0,2164.0,Marseille,Ligue 1,True,75.6,71.8,81.4,33.4,42.7,51.7,공격형 풀백,1.6,63.0,57.4,,,0
1a6f2a66,Adama Traoré,2020,FW,24.0,1032.0,Metz / Monaco,Ligue 1,True,29.8,67.4,82.6,62.0,52.1,53.3,연결형 공격수,2.51,61.7,57.5,,,0
1a992676,Julian Draxler,2018,MF,23.0,1704.0,Paris S-G,Ligue 1,True,79.3,80.7,86.6,58.5,25.8,69.0,볼 운반형,0.54,72.9,71.0,2021.0,70.7,1
1a992676,Julian Draxler,2019,MF,24.0,2046.0,Paris S-G,Ligue 1,True,79.7,87.1,90.7,51.7,34.1,71.7,볼 운반형,0.31,76.5,74.1,2021.0,70.7,1
1aa84968,Chris Basham,2020,DF,31.0,3242.0,Sheffield Utd,Premier League,True,36.4,37.1,42.8,31.0,66.6,47.9,스토퍼,0.92,53.4,50.6,,,0
1ac3b888,Adama Niane,2018,FW,24.0,2164.0,Troyes,Ligue 1,True,52.0,30.0,21.3,16.2,45.5,37.2,박스 포처,0.33,41.0,39.1,,,0
1ad1f50d,Marco Sau,2018,FW,29.0,1311.0,Cagliari,Serie A,True,25.0,46.4,37.1,39.9,40.5,34.7,돌파형 윙어,0.28,37.8,36.2,,,0
1ad8cb67,Pablo Martinez,2018,DF,28.0,2115.0,Strasbourg,Ligue 1,True,63.0,36.1,36.3,35.7,36.7,37.6,빌드업 수비수,0.3,37.5,37.6,2020.0,51.3,1
1ad8cb67,Pablo Martinez,2019,DF,29.0,2815.0,Strasbourg,Ligue 1,True,59.3,49.7,33.9,67.4,49.6,53.0,빌드업 수비수,0.64,53.9,53.4,,,0
1ad8cb67,Pablo Martinez,2020,DF,30.0,2339.0,Nîmes,Ligue 1,True,54.2,38.0,32.9,54.7,55.5,49.5,스토퍼,0.43,53.1,51.3,,,0
1ae30132,Phil Bardsley,2018,DF,32.0,1125.0,Burnley,Premier League,True,32.4,37.2,64.2,35.0,68.7,51.7,스토퍼,0.46,56.0,53.8,2020.0,45.9,1
1ae30132,Phil Bardsley,2019,DF,33.0,1670.0,Burnley,Premier League,True,39.9,33.4,51.3,20.2,55.3,41.0,공격형 풀백,0.05,40.9,41.0,,,0
1ae30132,Phil Bardsley,2020,DF,34.0,1890.0,Burnley,Premier League,True,50.0,33.7,49.3,37.4,58.6,47.0,공격형 풀백,0.16,44.8,45.9,,,0
1ae836b1,Elvis Rexhbeçaj,2019,MF,20.0,1144.0,Wolfsburg,Bundesliga,True,48.4,33.8,50.6,19.3,72.1,42.2,수비형 파괴자,0.09,50.9,46.6,2022.0,27.3,1
1b17ed86,Esteban Granero,2018,MF,30.0,1230.0,Espanyol,La Liga,True,38.3,49.5,56.9,52.9,60.4,51.6,딥 플레이메이커,0.08,53.3,52.4,,,0
1b17ed86,Esteban Granero,2019,MF,31.0,2013.0,Espanyol,La Liga,True,45.2,49.9,61.1,51.8,54.4,52.5,수비형 파괴자,0.21,53.0,52.8,,,0
1b729ba2,Aleandro Rosi,2018,DF,30.0,1700.0,Genoa,Serie A,True,68.1,48.8,45.0,18.4,38.9,37.8,공격형 풀백,1.08,43.2,40.5,,,0
1b82f8df,Lukas Lerager,2018,MF,24.0,3283.0,Bordeaux,Ligue 1,True,50.2,39.8,27.7,47.4,67.0,44.5,수비형 파괴자,0.77,55.2,49.8,2021.0,40.7,1
1b82f8df,Lukas Lerager,2019,MF,25.0,2420.0,Bordeaux / Genoa,Ligue 1 / Serie A,True,35.6,33.9,36.0,49.7,74.1,43.8,수비형 파괴자,0.72,58.2,51.0,2021.0,40.7,1
1b82f8df,Lukas Lerager,2020,MF,26.0,1387.0,Genoa,Serie A,True,42.7,27.3,35.2,55.4,67.6,42.9,수비형 파괴자,0.92,55.7,49.3,,,0
1b84dbe1,Lucas Digne,2019,DF,25.0,2965.0,Everton,Premier League,True,75.1,69.1,93.1,24.8,78.6,64.5,공격형 풀백,1.36,71.0,67.8,2022.0,59.9,1
1b84dbe1,Lucas Digne,2020,DF,26.0,3030.0,Everton,Premier League,True,68.9,71.6,93.3,27.4,70.3,62.1,공격형 풀백,1.27,69.9,66.0,2022.0,59.9,1
1bab7b66,Stoppila Sunzu,2020,DF,30.0,1352.0,Metz,Ligue 1,True,39.3,7.3,14.2,71.4,47.3,41.6,스토퍼,1.74,48.4,45.0,,,0
1bacc518,Frenkie de Jong,2020,MF,22.0,2115.0,Barcelona,La Liga,True,42.2,75.0,53.2,64.2,32.4,57.2,볼 운반형,0.65,61.5,59.4,2022.0,65.1,1
1bcca8b8,Jonathan de Guzmán,2018,MF,29.0,1092.0,Eint Frankfurt,Bundesliga,True,52.5,61.5,78.7,36.5,55.6,57.7,딥 플레이메이커,0.97,58.2,58.0,,,0
1bcca8b8,Jonathan de Guzmán,2019,MF,30.0,1564.0,Eint Frankfurt,Bundesliga,True,77.0,48.3,71.2,35.7,60.3,56.5,딥 플레이메이커,0.88,54.1,55.3,,,0
1bda5842,Portu,2018,MF,25.0,2997.0,Girona,La Liga,True,81.5,40.7,58.4,17.4,13.3,41.6,볼 운반형,0.01,42.1,41.8,2021.0,46.0,1
1bda5842,Portu,2019,MF,26.0,2821.0,Girona,La Liga,True,72.1,42.5,54.0,16.9,14.9,40.0,공격형 MF,0.58,50.9,45.4,2022.0,44.4,1
1bda5842,Portu,2020,MF,27.0,2393.0,Real Sociedad,La Liga,True,80.3,34.0,69.6,21.8,28.5,44.8,공격형 MF,1.74,57.1,51.0,2022.0,44.4,1
1bf33a9a,Christian Pulisic,2018,FW,18.0,2302.0,Dortmund,Bundesliga,True,40.4,75.0,56.6,31.6,53.7,51.0,돌파형 윙어,1.88,57.5,54.2,2021.0,60.4,1
1bf33a9a,Christian Pulisic,2019,MF,19.0,932.0,Dortmund,Bundesliga,True,95.4,63.6,83.7,18.4,45.8,60.7,볼 운반형,0.79,62.2,61.4,2022.0,47.0,1
1bf33a9a,Christian Pulisic,2020,FW,20.0,1722.0,Chelsea,Premier League,True,78.4,84.4,88.0,33.7,59.6,75.2,돌파형 윙어,0.96,78.8,77.0,2022.0,47.0,1
1bf811d4,Sam Byram,2020,DF,25.0,1293.0,Norwich City,Premier League,True,62.0,45.9,49.2,39.4,76.9,57.8,스토퍼,0.54,63.5,60.6,2022.0,58.4,1
1bfb6fef,Bafodé Diakité,2020,DF,18.0,1366.0,Toulouse,Ligue 1,True,72.2,30.3,23.2,54.4,49.1,45.2,스토퍼,0.19,48.7,47.0,2023.0,52.6,1
1c344204,Cédric Yamberé,2018,DF,26.0,2829.0,Dijon,Ligue 1,True,57.8,42.9,39.9,54.9,37.3,44.1,빌드업 수비수,1.35,45.8,45.0,,,0
1c344204,Cédric Yamberé,2019,DF,27.0,2805.0,Dijon,Ligue 1,True,51.1,27.4,21.9,49.6,37.0,37.4,스토퍼,0.07,39.3,38.3,,,0
1c50f354,Emanuele Giaccherini,2018,MF,32.0,967.0,Chievo / Napoli,Serie A,True,53.0,60.7,66.1,21.3,24.7,47.3,볼 운반형,0.65,51.5,49.4,,,0
1c50f354,Emanuele Giaccherini,2019,MF,33.0,2009.0,Chievo,Serie A,True,52.6,64.4,67.1,18.8,16.6,46.9,공격형 MF,0.08,54.7,50.8,,,0
1c529186,Ignazio Abate,2018,DF,30.0,1057.0,Milan,Serie A,True,53.6,71.9,91.6,54.1,40.7,56.0,공격형 풀백,0.06,66.1,61.0,,,0
1c529186,Ignazio Abate,2019,DF,31.0,1302.0,Milan,Serie A,True,27.2,60.6,53.4,47.1,47.8,49.7,빌드업 수비수,0.06,51.6,50.7,,,0
1c7012b8,Declan Rice,2018,DF,18.0,1430.0,West Ham,Premier League,True,28.8,21.7,28.1,57.0,59.2,46.5,스토퍼,1.12,53.3,49.9,2021.0,57.4,1
1c7012b8,Declan Rice,2019,MF,19.0,3003.0,West Ham,Premier League,True,20.9,28.5,8.7,67.7,83.1,39.4,수비형 파괴자,1.03,64.2,51.8,2022.0,64.4,1
1c7012b8,Declan Rice,2020,MF,20.0,3420.0,West Ham,Premier League,True,24.4,38.8,22.7,64.4,79.7,44.7,수비형 파괴자,0.54,64.1,54.4,2023.0,60.3,1
1c8c5aed,Cristian Molinaro,2018,DF,34.0,1564.0,Torino,Serie A,True,34.1,77.3,63.6,42.5,64.1,59.8,공격형 풀백,0.2,61.7,60.8,,,0
1c8c5aed,Cristian Molinaro,2019,DF,35.0,1159.0,Frosinone,Serie A,True,30.9,59.4,66.7,34.8,28.4,40.2,공격형 풀백,0.28,48.5,44.4,,,0
1c8dc17d,Michael Krohn-Dehli,2018,MF,34.0,1264.0,La Coruña / Sevilla,La Liga,True,23.3,50.7,34.7,56.8,30.6,41.6,볼 운반형,0.04,43.7,42.7,,,0
1cac99dc,Luca Siligardi,2019,FW,30.0,1639.0,Parma,Serie A,True,19.0,57.2,49.8,32.0,66.5,38.8,돌파형 윙어,0.81,45.4,42.1,,,0
1cb49278,Andreas Christensen,2018,DF,21.0,2086.0,Chelsea,Premier League,True,45.0,40.7,26.3,61.4,62.9,53.5,스토퍼,0.51,59.0,56.2,2021.0,57.4,1
1cb49278,Andreas Christensen,2020,DF,23.0,1751.0,Chelsea,Premier League,True,49.6,47.6,30.7,78.8,55.2,56.8,스토퍼,0.03,59.7,58.2,2022.0,68.2,1
1cd87320,Matthias Ostrzolek,2018,DF,27.0,2379.0,Hannover 96,Bundesliga,True,51.4,55.5,79.6,19.8,34.9,40.5,공격형 풀백,0.67,51.6,46.0,,,0
1cd87320,Matthias Ostrzolek,2019,DF,28.0,1468.0,Hannover 96,Bundesliga,True,35.5,50.9,59.0,18.7,29.0,34.1,빌드업 수비수,0.25,36.9,35.5,,,0
1d1691ad,Álvaro Odriozola,2018,DF,21.0,2918.0,Real Sociedad,La Liga,True,57.6,66.7,94.4,38.1,12.3,40.1,공격형 풀백,1.32,57.5,48.8,,,0
1d1691ad,Álvaro Odriozola,2019,DF,22.0,1178.0,Real Madrid,La Liga,True,60.6,62.3,89.7,47.3,20.7,44.6,공격형 풀백,1.03,58.4,51.5,2022.0,48.6,1
1d6ac165,Sam Vokes,2018,FW,27.0,998.0,Burnley,Premier League,True,48.2,32.2,9.2,11.4,58.0,34.5,타겟맨,1.84,41.5,38.0,,,0
1d6ac165,Sam Vokes,2019,FW,28.0,915.0,Burnley,Premier League,True,35.7,25.1,11.0,10.6,45.2,27.1,타겟맨,2.49,32.0,29.6,,,0
1d8c99b0,Ki Sung-yueng,2018,MF,28.0,1868.0,Swansea City,Premier League,True,36.7,26.1,30.6,66.0,38.5,38.4,딥 플레이메이커,0.81,39.6,39.0,,,0
1d8c99b0,Ki Sung-yueng,2019,MF,29.0,1302.0,Newcastle Utd,Premier League,True,20.1,30.7,42.3,54.2,58.2,40.2,딥 플레이메이커,1.11,43.1,41.7,,,0
1d8e9add,Kevin Vogt,2018,DF,25.0,2790.0,Hoffenheim,Bundesliga,True,37.9,53.7,53.7,73.0,39.7,52.1,빌드업 수비수,0.86,55.9,54.0,2021.0,54.5,1
1d8e9add,Kevin Vogt,2019,DF,26.0,2391.0,Hoffenheim,Bundesliga,True,27.1,48.5,32.0,75.5,48.8,52.7,빌드업 수비수,0.88,54.0,53.4,2022.0,49.0,1
1d8e9add,Kevin Vogt,2020,DF,27.0,2065.0,Werder Bremen / Hoffenheim,Bundesliga,True,28.5,37.2,24.7,67.3,56.2,50.7,빌드업 수비수,0.31,48.4,49.6,2023.0,44.8,1
1daec722,Marc Cucurella,2019,MF,20.0,2354.0,Eibar,La Liga,True,38.7,33.1,60.7,34.6,58.6,43.6,공격형 MF,0.66,44.5,44.0,2022.0,64.1,1
1daec722,Marc Cucurella,2020,MF,21.0,3237.0,Getafe,La Liga,True,38.9,41.9,64.5,24.4,66.4,46.1,수비형 파괴자,0.19,50.7,48.4,2022.0,64.1,1
1e0b6a73,Simon Francis,2018,DF,32.0,2705.0,Bournemouth,Premier League,True,40.7,58.4,60.6,43.6,71.5,59.3,스토퍼,1.89,62.1,60.7,2020.0,56.7,1
1e0b6a73,Simon Francis,2019,DF,33.0,1229.0,Bournemouth,Premier League,True,37.1,60.0,81.4,34.3,64.0,56.2,스토퍼,0.43,55.7,56.0,,,0
1e0b6a73,Simon Francis,2020,DF,34.0,969.0,Bournemouth,Premier League,True,33.4,38.7,48.5,40.2,73.1,53.6,스토퍼,2.28,59.8,56.7,,,0
1e12c53b,Bruno Martella,2018,DF,24.0,2616.0,Crotone,Serie A,True,66.3,67.4,74.8,26.5,44.6,48.7,공격형 풀백,1.01,58.4,53.6,2020.0,44.6,1
1e12c53b,Bruno Martella,2020,DF,26.0,1270.0,Brescia,Serie A,True,51.3,49.3,83.0,11.7,38.6,39.1,공격형 풀백,1.63,50.1,44.6,,,0
1e274a0a,Sven Michel,2020,FW,29.0,1376.0,Paderborn 07,Bundesliga,True,58.9,54.6,54.4,5.8,59.4,51.9,돌파형 윙어,0.09,53.6,52.8,,,0
1ea5f91c,Jakub Jankto,2018,MF,21.0,2654.0,Udinese,Serie A,True,70.2,56.4,78.0,34.6,38.3,55.7,공격형 MF,0.11,63.9,59.8,2021.0,44.2,1
1ea5f91c,Jakub Jankto,2019,MF,22.0,963.0,Sampdoria,Serie A,True,50.4,61.0,45.2,52.3,40.0,51.4,공격형 MF,0.62,51.1,51.2,2021.0,44.2,1
1ea5f91c,Jakub Jankto,2020,MF,23.0,2095.0,Sampdoria,Serie A,True,60.5,34.5,72.0,37.7,35.0,46.6,공격형 MF,0.12,53.9,50.2,,,0
1ec4e202,Benjamin Nivet,2018,MF,40.0,1369.0,Troyes,Ligue 1,True,57.9,49.2,71.3,32.1,40.4,50.2,딥 플레이메이커,0.09,49.6,49.9,,,0
1ec7e1c5,Damien Da Silva,2018,DF,29.0,2836.0,Caen,Ligue 1,True,69.0,41.6,20.4,56.7,71.7,56.7,빌드업 수비수,0.08,51.4,54.0,2021.0,63.8,1
1ec7e1c5,Damien Da Silva,2019,DF,30.0,2874.0,Rennes,Ligue 1,True,51.3,32.0,14.9,67.6,56.1,49.8,스토퍼,0.11,55.6,52.7,2022.0,60.4,1
1ec7e1c5,Damien Da Silva,2020,DF,31.0,2244.0,Rennes,Ligue 1,True,49.2,29.8,31.6,57.4,56.3,48.5,스토퍼,1.04,53.2,50.8,2022.0,60.4,1
1ecb65be,Theo Walcott,2018,MF,28.0,1221.0,Everton / Arsenal,Premier League,True,79.2,44.7,65.2,14.3,39.9,47.2,공격형 MF,0.02,57.9,52.6,2021.0,35.9,1
1ecb65be,Theo Walcott,2019,MF,29.0,2119.0,Everton,Premier League,True,76.4,38.4,45.8,15.1,28.6,39.5,공격형 MF,0.88,49.2,44.4,2021.0,35.9,1
1ecb65be,Theo Walcott,2020,MF,30.0,1287.0,Everton,Premier League,True,80.0,44.5,60.5,17.0,29.9,45.3,공격형 MF,1.11,56.4,50.8,,,0
1ef37668,Erik Pieters,2018,DF,28.0,2718.0,Stoke City,Premier League,True,30.7,42.3,60.9,26.0,63.9,48.1,공격형 풀백,0.25,47.7,47.9,2021.0,45.8,1
1ef37668,Erik Pieters,2019,DF,29.0,1261.0,Amiens,Ligue 1,True,75.5,50.0,65.5,27.1,72.9,56.3,공격형 풀백,0.68,57.6,57.0,2021.0,45.8,1
1ef37668,Erik Pieters,2020,DF,30.0,1878.0,Burnley,Premier League,True,62.7,32.9,69.4,33.4,59.4,48.8,공격형 풀백,0.7,50.4,49.6,,,0
1f079188,Rubén Peña,2018,DF,26.0,1732.0,Eibar,La Liga,True,56.0,70.6,84.4,20.6,39.8,46.4,공격형 풀백,1.37,58.9,52.6,2021.0,49.0,1
1f079188,Rubén Peña,2019,DF,27.0,2674.0,Eibar,La Liga,True,57.4,89.0,91.1,22.1,44.5,53.1,공격형 풀백,1.66,67.4,60.2,2021.0,49.0,1
1f079188,Rubén Peña,2020,DF,28.0,1909.0,Villarreal,La Liga,True,69.8,72.7,73.1,30.9,44.2,50.7,공격형 풀백,1.0,60.5,55.6,,,0
1f44ac21,Erling Haaland,2020,FW,19.0,1063.0,Dortmund,Bundesliga,True,82.6,38.3,50.4,46.6,54.5,60.9,박스 포처,0.86,66.9,63.9,2023.0,71.9,1
1f54ed90,Abdoulaye Ba,2019,DF,27.0,2110.0,Rayo Vallecano,La Liga,True,53.9,15.3,9.5,46.3,80.3,50.4,스토퍼,1.78,63.1,56.8,,,0
1f713024,Bakary Koné,2018,DF,29.0,2462.0,Strasbourg,Ligue 1,True,49.8,19.3,23.6,60.2,30.6,36.0,빌드업 수비수,0.33,35.8,35.9,,,0
1f8c7aa9,Ronny Rodelin,2018,FW,27.0,3161.0,Caen,Ligue 1,True,46.2,70.4,67.5,44.1,66.8,57.1,연결형 공격수,1.06,59.2,58.2,,,0
1f9328da,Radja Nainggolan,2018,MF,29.0,2613.0,Roma,Serie A,True,69.2,68.3,89.1,38.1,39.2,62.2,공격형 MF,0.09,70.3,66.2,2021.0,47.2,1
1f9328da,Radja Nainggolan,2019,MF,30.0,1967.0,Inter,Serie A,True,76.5,58.2,73.9,35.0,37.7,56.4,공격형 MF,0.66,65.0,60.7,2021.0,47.2,1
1f9328da,Radja Nainggolan,2020,MF,31.0,2071.0,Cagliari,Serie A,True,76.3,69.6,88.5,27.9,35.0,60.9,딥 플레이메이커,0.33,59.1,60.0,,,0
1f9a3a04,Terence Kongolo,2018,DF,23.0,1306.0,Huddersfield / Monaco,Premier League / Ligue 1,True,46.9,30.4,53.1,27.3,68.1,47.8,스토퍼,0.27,53.2,50.5,,,0
1f9a3a04,Terence Kongolo,2019,DF,24.0,2716.0,Huddersfield,Premier League,True,56.5,37.9,43.0,48.3,59.9,50.7,스토퍼,0.33,54.4,52.6,,,0
1fb1c435,Rodrigo,2018,FW,26.0,2684.0,Valencia,La Liga,True,73.4,79.0,70.9,43.4,34.6,67.1,돌파형 윙어,0.0,69.3,68.2,2021.0,66.4,1
1fb1c435,Rodrigo,2019,FW,27.0,2528.0,Valencia,La Liga,True,69.9,76.2,66.7,39.3,28.9,63.4,돌파형 윙어,0.47,65.7,64.6,2022.0,50.5,1
1fb1c435,Rodrigo,2020,FW,28.0,1880.0,Valencia,La Liga,True,55.3,62.6,68.5,51.3,38.7,57.4,연결형 공격수,0.65,60.0,58.7,2022.0,50.5,1
1fca9171,Federico Di Francesco,2018,FW,23.0,1591.0,Bologna,Serie A,True,15.4,45.3,42.2,47.7,61.8,34.6,돌파형 윙어,0.53,38.8,36.7,2020.0,44.0,1
1fca9171,Federico Di Francesco,2019,FW,24.0,1074.0,Sassuolo,Serie A,True,39.9,58.9,60.3,61.5,42.0,50.2,돌파형 윙어,0.76,52.9,51.6,2022.0,44.2,1
1fca9171,Federico Di Francesco,2020,FW,25.0,1082.0,SPAL,Serie A,True,21.4,55.2,62.6,47.5,41.4,41.0,돌파형 윙어,0.08,46.9,44.0,2022.0,44.2,1
1fdec858,Dennis Srbeny,2020,FW,25.0,1166.0,Paderborn 07 / Norwich City,Bundesliga / Premier League,True,35.3,40.0,24.2,20.6,59.8,35.0,연결형 공격수,0.49,31.4,33.2,,,0
1fe0492d,Rubén Duarte,2018,DF,21.0,2138.0,Alavés,La Liga,True,50.6,32.9,72.0,37.7,58.3,49.0,공격형 풀백,0.57,50.2,49.6,2021.0,54.8,1
1fe0492d,Rubén Duarte,2019,DF,22.0,2772.0,Alavés,La Liga,True,50.2,40.0,58.6,38.7,62.8,51.2,공격형 풀백,0.26,50.0,50.6,2022.0,52.4,1
1fe0492d,Rubén Duarte,2020,DF,23.0,2663.0,Alavés,La Liga,True,59.2,43.1,61.9,32.5,60.0,49.9,공격형 풀백,0.22,51.2,50.6,2022.0,52.4,1
1fe67e86,Mikel Balenziaga,2018,DF,29.0,1549.0,Athletic Club,La Liga,True,43.5,38.5,63.2,34.0,50.6,44.9,공격형 풀백,1.02,46.9,45.9,2021.0,36.4,1
20030c06,Willi Orban,2018,DF,24.0,2126.0,RB Leipzig,Bundesliga,True,66.2,58.0,24.6,57.5,74.2,61.4,스토퍼,1.92,67.2,64.3,2021.0,69.0,1
20030c06,Willi Orban,2019,DF,25.0,2049.0,RB Leipzig,Bundesliga,True,76.9,47.5,23.7,48.5,73.7,57.3,스토퍼,2.56,63.8,60.6,2022.0,61.6,1
20094685,Maxime Lopez,2018,MF,19.0,1378.0,Marseille,Ligue 1,True,30.2,70.3,80.6,66.4,27.0,59.0,딥 플레이메이커,0.26,63.4,61.2,2021.0,56.0,1
20094685,Maxime Lopez,2019,MF,20.0,2180.0,Marseille,Ligue 1,True,31.1,69.5,76.7,66.4,32.3,59.0,수비형 파괴자,0.02,48.6,53.8,2022.0,56.6,1
20094685,Maxime Lopez,2020,MF,21.0,1110.0,Marseille,Ligue 1,True,39.6,78.8,61.0,59.7,8.2,55.0,볼 운반형,0.43,61.4,58.2,2023.0,52.1,1
2042d931,Salomon Kalou,2018,MF,31.0,2207.0,Hertha BSC,Bundesliga,True,81.3,46.5,26.9,18.9,40.6,41.4,볼 운반형,0.03,41.3,41.3,,,0
2042d931,Salomon Kalou,2019,MF,32.0,2317.0,Hertha BSC,Bundesliga,True,76.9,54.3,56.1,15.7,25.2,46.0,볼 운반형,0.09,48.2,47.1,,,0
2054d037,M'Baye Niang,2018,FW,22.0,1532.0,Torino,Serie A,True,43.2,67.1,46.8,22.8,75.5,49.9,돌파형 윙어,1.39,54.7,52.3,2020.0,35.5,1
2054d037,M'Baye Niang,2019,FW,23.0,1793.0,Rennes,Ligue 1,True,61.5,58.7,35.3,19.9,55.4,50.9,돌파형 윙어,0.02,51.3,51.1,,,0
2054d037,M'Baye Niang,2020,FW,24.0,2126.0,Rennes,Ligue 1,True,45.7,28.5,12.8,23.4,49.3,33.8,박스 포처,0.01,37.2,35.5,,,0
20730eae,Rafael Leão,2019,FW,19.0,1287.0,Lille,Ligue 1,True,69.4,25.5,33.6,39.8,40.8,47.6,박스 포처,0.58,53.8,50.7,2022.0,68.6,1
20730eae,Rafael Leão,2020,FW,20.0,1404.0,Milan,Serie A,True,52.1,70.6,85.7,47.4,45.3,61.4,돌파형 윙어,0.8,66.1,63.8,2022.0,68.6,1
20b104bc,Adam Smith,2018,DF,26.0,2071.0,Bournemouth,Premier League,True,58.3,60.9,78.7,38.3,46.6,51.2,공격형 풀백,0.86,58.8,55.0,2020.0,47.7,1
20b104bc,Adam Smith,2019,DF,27.0,2066.0,Bournemouth,Premier League,True,44.8,63.5,63.7,41.1,45.9,50.0,공격형 풀백,0.65,54.8,52.4,,,0
